A-levels scores,Education,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Was Hired by a Company within 6 months
85,stem,salaried,engineering,0,1,1
80,arts,salaried,accounting,73981,1,1
89,stem,contractual,engineering,115457,1,1
48,stem,contractual,engineering,144644,0,0
59,business,unemployed,unemployed,0,1,0
44,stem,salaried,it,79954,0,0
45,stem,salaried,transportation,64529,0,0
62,stem,unemployed,unemployed,0,0,0
48,arts,self business,arts,133803,1,0
63,law,salaried,it,65490,1,0
65,business,unemployed,unemployed,0,1,0
58,arts,unemployed,unemployed,46310,1,0
68,stem,self business,health,91298,0,0
75,arts,self business,transportation,137627,1,1
59,business,contractual,law,82412,0,0
68,stem,self business,it,146914,0,0
44,business,salaried,transportation,148698,0,0
60,stem,salaried,accounting,85063,1,0
86,arts,contractual,accounting,140293,1,1
84,stem,self business,law,79566,1,1
48,arts,self business,accounting,128361,0,0
73,law,salaried,engineering,43931,1,1
66,law,contractual,accounting,146544,1,0
73,stem,self business,engineering,47099,0,0
74,stem,self business,law,48354,1,0
59,arts,self business,transportation,102885,0,0
81,business,salaried,law,60376,1,1
87,business,contractual,transportation,135777,1,1
58,stem,contractual,law,111236,1,0
48,law,self business,transportation,142638,0,0
49,law,contractual,engineering,45941,1,0
51,business,salaried,health,124829,0,0
82,business,self business,it,147565,1,1
65,arts,contractual,engineering,59448,1,0
75,arts,self business,arts,119102,0,0
51,law,self business,transportation,49567,0,0
74,arts,self business,law,97293,1,1
49,business,contractual,engineering,149715,0,0
47,law,contractual,accounting,69469,1,0
77,arts,contractual,accounting,119581,1,0
67,stem,self business,law,135265,0,0
58,business,unemployed,unemployed,122391,0,0
54,stem,contractual,it,147436,1,0
56,arts,contractual,arts,54240,1,0
77,stem,contractual,health,97677,1,0
78,arts,self business,accounting,53510,0,0
69,arts,contractual,engineering,86317,1,0
49,law,unemployed,unemployed,40266,0,0
78,stem,self business,transportation,54192,1,0
84,stem,self business,law,81433,1,1
54,business,unemployed,unemployed,0,1,0
43,business,self business,health,67832,0,0
66,stem,unemployed,unemployed,0,0,0
55,arts,unemployed,unemployed,140519,1,0
57,law,self business,transportation,128138,1,0
65,business,self business,arts,82586,0,0
73,business,self business,engineering,120285,1,0
87,business,contractual,engineering,125633,1,1
54,law,salaried,law,142646,0,0
44,law,salaried,law,96204,1,0
53,business,contractual,arts,55493,1,0
41,arts,salaried,engineering,125733,0,0
83,law,salaried,law,60474,1,1
45,business,salaried,accounting,50986,0,0
42,arts,unemployed,unemployed,0,1,0
56,law,contractual,law,59583,0,0
66,business,unemployed,unemployed,73918,1,0
80,arts,unemployed,unemployed,0,1,0
49,business,self business,arts,121577,1,0
56,stem,unemployed,unemployed,0,1,0
74,law,unemployed,unemployed,0,1,0
78,stem,contractual,it,46658,0,0
70,law,self business,arts,74836,1,1
71,stem,contractual,accounting,47785,0,0
48,business,unemployed,unemployed,75716,1,0
87,business,self business,engineering,102051,1,1
65,law,salaried,it,43366,1,0
50,stem,self business,accounting,128969,0,0
47,law,salaried,transportation,100317,1,0
69,business,self business,law,130344,0,0
83,business,salaried,accounting,58084,1,1
53,arts,unemployed,unemployed,0,1,0
87,arts,self business,law,99424,1,1
44,arts,self business,arts,147513,0,0
72,law,contractual,law,137370,0,0
45,arts,self business,engineering,114069,0,0
44,business,salaried,transportation,84531,0,0
46,arts,self business,arts,121091,0,0
44,law,self business,accounting,58173,1,0
79,law,self business,arts,0,1,1
77,business,unemployed,unemployed,0,1,0
61,arts,unemployed,unemployed,0,0,0
72,stem,unemployed,unemployed,88026,1,0
67,business,unemployed,unemployed,107286,1,0
51,arts,unemployed,unemployed,0,0,0
44,law,unemployed,unemployed,136011,0,0
71,law,contractual,engineering,43606,0,0
85,business,self business,accounting,114884,1,1
56,arts,contractual,health,84245,0,0
79,business,salaried,accounting,111982,1,0
57,arts,self business,arts,105354,0,0
66,stem,unemployed,unemployed,0,1,0
40,stem,salaried,engineering,54174,0,0
85,arts,salaried,it,0,1,1
45,arts,self business,transportation,40565,1,0
76,business,contractual,transportation,85615,1,0
65,business,unemployed,unemployed,0,0,0
82,law,contractual,arts,59180,1,1
50,law,self business,engineering,43000,1,0
68,business,self business,accounting,65635,0,0
62,stem,unemployed,unemployed,112419,1,0
86,stem,self business,accounting,88577,1,1
65,arts,unemployed,unemployed,0,0,0
83,stem,salaried,engineering,88851,1,1
52,business,unemployed,unemployed,0,1,0
86,stem,contractual,accounting,148987,1,1
81,business,contractual,engineering,120167,1,1
61,stem,unemployed,unemployed,0,0,0
64,stem,unemployed,unemployed,74547,0,0
40,law,unemployed,unemployed,110825,1,0
47,stem,self business,law,60478,1,0
51,stem,self business,engineering,106504,0,0
85,business,salaried,it,0,1,1
75,stem,self business,transportation,115930,0,0
52,law,self business,health,75309,0,0
53,law,self business,accounting,55403,0,0
49,arts,unemployed,unemployed,0,1,0
70,arts,unemployed,unemployed,0,1,0
45,arts,salaried,engineering,50102,1,0
65,law,contractual,arts,120979,1,0
57,law,salaried,it,52771,1,0
82,law,salaried,law,0,1,1
59,stem,self business,health,61079,0,0
82,arts,self business,engineering,0,1,1
57,law,unemployed,unemployed,0,0,0
43,stem,self business,engineering,107643,0,0
75,business,self business,health,132774,1,0
86,business,contractual,it,103156,1,1
64,business,unemployed,unemployed,0,1,0
67,arts,self business,it,68644,0,0
57,law,contractual,accounting,100663,1,0
68,business,self business,engineering,128272,1,0
76,stem,unemployed,unemployed,0,0,0
43,stem,unemployed,unemployed,0,1,0
86,law,contractual,law,140390,1,1
49,business,self business,accounting,141294,0,0
49,arts,self business,law,130416,1,0
43,law,unemployed,unemployed,0,0,0
52,arts,unemployed,unemployed,0,1,0
73,business,unemployed,unemployed,0,1,0
81,arts,salaried,arts,56715,1,1
86,stem,self business,accounting,51521,1,1
58,business,salaried,accounting,60653,1,0
79,arts,salaried,law,0,1,1
56,stem,unemployed,unemployed,0,0,0
87,business,contractual,law,0,1,1
76,stem,contractual,health,57193,1,0
58,arts,unemployed,unemployed,106600,1,0
62,arts,salaried,accounting,117838,1,0
59,stem,unemployed,unemployed,0,0,0
47,law,unemployed,unemployed,0,1,0
44,business,contractual,arts,130187,0,0
51,arts,unemployed,unemployed,144651,0,0
85,law,salaried,engineering,102814,1,1
76,stem,unemployed,unemployed,0,1,0
86,law,salaried,arts,133620,1,1
46,law,self business,arts,77556,0,0
77,law,salaried,it,60723,1,0
79,law,contractual,health,115150,0,0
51,law,self business,accounting,124571,1,0
47,business,contractual,arts,132311,0,0
81,business,self business,engineering,143248,1,1
43,law,contractual,transportation,65342,1,0
87,law,contractual,it,133336,1,1
80,stem,salaried,law,144039,1,0
77,stem,salaried,engineering,70356,0,0
88,arts,salaried,accounting,98543,1,1
78,stem,contractual,accounting,144183,0,0
83,stem,salaried,transportation,0,1,1
78,law,unemployed,unemployed,0,0,0
44,law,unemployed,unemployed,0,1,0
48,stem,unemployed,unemployed,77793,0,0
85,law,salaried,engineering,50586,1,1
78,stem,unemployed,unemployed,0,1,0
41,business,self business,law,59855,1,0
77,arts,contractual,accounting,56075,0,0
70,arts,contractual,engineering,144789,1,1
49,arts,unemployed,unemployed,68164,1,0
53,business,self business,law,112452,0,0
58,stem,salaried,engineering,40819,1,0
76,business,self business,accounting,89076,0,0
46,business,unemployed,unemployed,0,0,0
69,stem,unemployed,unemployed,0,0,0
41,arts,salaried,it,109774,1,0
85,business,self business,it,138922,1,1
78,arts,unemployed,unemployed,0,0,0
46,business,contractual,it,112280,1,0
46,stem,self business,arts,137431,0,0
59,business,contractual,health,138245,0,0
89,arts,contractual,health,0,1,1
60,stem,contractual,arts,110601,0,0
45,law,unemployed,unemployed,0,0,0
78,stem,salaried,health,129115,1,1
60,stem,self business,law,143900,0,0
67,stem,contractual,law,85714,1,0
46,law,self business,transportation,114865,1,0
67,law,salaried,it,135882,1,0
67,business,unemployed,unemployed,0,1,0
61,business,self business,transportation,43652,1,0
54,stem,salaried,arts,112374,1,0
60,arts,contractual,arts,110801,1,0
40,law,self business,engineering,90649,0,0
63,business,salaried,engineering,118312,1,0
73,business,self business,transportation,80767,1,0
75,business,salaried,engineering,58777,0,0
82,law,self business,health,46776,1,1
63,stem,self business,arts,40829,0,0
63,business,salaried,accounting,43088,1,0
66,arts,unemployed,unemployed,53408,1,0
46,law,unemployed,unemployed,0,1,0
84,business,salaried,transportation,109366,1,1
72,business,unemployed,unemployed,134413,0,0
85,arts,contractual,law,117062,1,1
53,business,salaried,arts,59724,1,0
41,arts,unemployed,unemployed,0,1,0
82,arts,salaried,law,0,1,1
79,law,contractual,arts,147818,1,0
58,arts,salaried,arts,140981,1,0
82,stem,self business,arts,0,1,1
67,business,unemployed,unemployed,0,0,0
81,stem,salaried,arts,0,1,1
41,arts,contractual,transportation,86288,1,0
84,stem,contractual,law,101838,1,1
73,arts,self business,engineering,108200,1,0
41,arts,contractual,it,79822,0,0
70,business,unemployed,unemployed,0,0,0
82,arts,salaried,arts,140010,1,1
54,business,unemployed,unemployed,0,1,0
72,stem,unemployed,unemployed,84291,1,0
67,business,unemployed,unemployed,0,0,0
52,law,contractual,transportation,60440,0,0
66,stem,self business,arts,49326,0,0
68,law,unemployed,unemployed,0,0,0
41,arts,contractual,arts,119286,0,0
52,business,self business,law,107037,0,0
64,law,salaried,health,127737,1,0
62,arts,salaried,arts,45796,0,0
53,stem,self business,arts,75169,0,0
80,arts,salaried,transportation,134606,0,0
54,arts,salaried,transportation,79064,0,0
67,law,unemployed,unemployed,97882,1,0
49,law,unemployed,unemployed,0,0,0
87,business,contractual,engineering,113344,1,1
61,law,contractual,health,87057,0,0
41,law,self business,arts,42474,1,0
42,arts,self business,arts,128337,1,0
44,law,self business,accounting,88931,0,0
71,law,contractual,transportation,0,1,1
63,arts,unemployed,unemployed,0,1,0
89,stem,self business,accounting,0,1,1
69,arts,unemployed,unemployed,0,0,0
45,law,unemployed,unemployed,0,0,0
41,law,contractual,transportation,119794,1,0
51,stem,self business,accounting,141696,0,0
81,law,self business,law,0,1,1
48,law,contractual,transportation,43922,0,0
75,law,salaried,accounting,111714,0,0
49,law,contractual,accounting,101682,1,0
89,stem,self business,transportation,110796,1,1
59,arts,salaried,arts,107457,0,0
46,law,salaried,accounting,93815,1,0
65,business,salaried,health,146626,0,0
76,stem,self business,health,79637,1,1
44,stem,unemployed,unemployed,0,0,0
58,arts,salaried,health,96570,0,0
79,stem,salaried,it,95144,1,1
49,law,unemployed,unemployed,0,0,0
84,business,contractual,arts,71178,1,1
42,business,unemployed,unemployed,0,1,0
66,business,salaried,it,122095,1,0
50,arts,self business,transportation,65762,0,0
75,law,unemployed,unemployed,0,1,0
78,arts,contractual,law,93510,1,0
54,stem,self business,transportation,136772,0,0
55,arts,self business,transportation,147336,1,0
75,stem,self business,it,98817,1,0
46,stem,salaried,it,55091,0,0
50,stem,self business,law,108906,0,0
72,arts,contractual,accounting,81085,0,0
72,law,unemployed,unemployed,122389,1,0
56,stem,contractual,arts,93120,1,0
44,arts,self business,law,122153,0,0
78,law,self business,transportation,78570,0,0
61,arts,salaried,transportation,76316,0,0
75,business,salaried,transportation,116215,1,1
70,stem,self business,accounting,132908,1,1
80,stem,self business,law,0,1,1
71,stem,self business,transportation,0,1,1
51,business,unemployed,unemployed,0,0,0
73,business,salaried,engineering,109335,0,0
80,business,salaried,accounting,134059,1,1
58,stem,self business,it,112225,1,0
79,law,salaried,engineering,57700,0,0
83,arts,contractual,engineering,66382,1,1
83,stem,self business,engineering,131945,1,1
50,arts,self business,law,124692,0,0
56,business,salaried,transportation,138668,0,0
40,stem,self business,accounting,120158,1,0
79,business,unemployed,unemployed,144591,1,0
69,arts,unemployed,unemployed,0,0,0
55,law,self business,law,89467,1,0
57,arts,self business,it,85873,0,0
89,stem,salaried,health,0,1,1
46,arts,contractual,transportation,106767,0,0
59,law,self business,arts,63325,0,0
62,arts,contractual,transportation,105662,0,0
89,law,contractual,engineering,49353,1,1
86,business,self business,health,110401,1,1
47,business,self business,law,139301,1,0
76,stem,contractual,law,55376,1,0
89,business,self business,accounting,136134,1,1
58,arts,salaried,law,126552,1,0
53,business,self business,engineering,93864,0,0
69,law,contractual,it,101798,0,0
87,law,self business,it,0,1,1
51,law,salaried,health,68677,1,0
48,law,contractual,arts,122167,0,0
63,law,salaried,it,121182,1,0
48,law,self business,accounting,143868,1,0
64,business,unemployed,unemployed,0,1,0
69,business,unemployed,unemployed,0,1,0
78,business,contractual,accounting,143574,1,0
62,arts,unemployed,unemployed,0,1,0
83,arts,contractual,health,81760,1,1
63,stem,salaried,transportation,139934,1,0
68,business,contractual,health,102450,0,0
46,arts,contractual,health,118643,1,0
70,arts,unemployed,unemployed,0,0,0
79,law,self business,it,117823,1,1
48,law,salaried,arts,86661,1,0
68,stem,self business,accounting,127269,0,0
56,stem,unemployed,unemployed,0,1,0
62,business,contractual,it,113560,1,0
63,arts,contractual,health,43968,1,0
82,law,contractual,accounting,0,1,1
61,arts,contractual,transportation,126143,0,0
89,arts,salaried,it,133427,1,1
47,stem,contractual,arts,93846,0,0
62,law,self business,law,95355,1,0
61,stem,self business,transportation,101607,1,0
67,arts,self business,arts,136451,0,0
63,law,unemployed,unemployed,0,0,0
79,stem,salaried,health,129775,1,1
61,stem,contractual,it,122738,1,0
63,law,contractual,arts,144574,1,0
80,stem,unemployed,unemployed,117298,0,0
82,law,self business,health,135836,1,1
44,arts,contractual,health,134086,0,0
86,business,salaried,law,90846,1,1
45,stem,contractual,it,122343,1,0
89,stem,salaried,arts,130572,1,1
47,business,salaried,it,55904,1,0
58,arts,unemployed,unemployed,0,1,0
50,arts,self business,health,119038,0,0
86,arts,salaried,engineering,92584,1,1
78,stem,contractual,health,100872,1,1
66,stem,self business,health,58773,1,0
41,stem,unemployed,unemployed,0,0,0
76,business,unemployed,unemployed,0,1,0
43,law,contractual,engineering,132057,1,0
59,stem,self business,arts,47980,1,0
50,law,unemployed,unemployed,0,0,0
83,law,contractual,it,89187,1,1
46,stem,unemployed,unemployed,120609,1,0
45,law,unemployed,unemployed,0,0,0
57,stem,unemployed,unemployed,0,1,0
80,business,self business,it,149470,1,1
61,stem,self business,accounting,122161,1,0
45,law,contractual,transportation,71142,0,0
75,stem,salaried,arts,87669,0,0
76,business,self business,health,108772,0,0
74,arts,contractual,engineering,91313,1,1
52,arts,self business,engineering,76649,1,0
82,law,self business,transportation,0,1,1
86,stem,contractual,health,101964,1,1
73,arts,self business,it,119539,1,0
70,business,salaried,engineering,80559,1,1
61,law,unemployed,unemployed,0,0,0
67,stem,unemployed,unemployed,72199,1,0
49,arts,unemployed,unemployed,0,1,0
88,arts,self business,arts,89484,1,1
59,business,unemployed,unemployed,0,0,0
63,arts,salaried,law,68071,1,0
45,arts,unemployed,unemployed,0,0,0
76,stem,self business,arts,40195,0,0
85,business,contractual,engineering,104798,1,1
